AMC,Scheme Name,Scheme,Scheme Type,Date,Date
,,,,min,max
Tata Mutual Fund,Tata Fixed Maturity Plan Series 26 - Scheme A - Quarterly Dividend,Close Ended Schemes,Income,2010-03-26,2011-06-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 27- Scheme A Growth Option,Close Ended Schemes,Income,2010-09-08,2011-09-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 27- Scheme A Periodic Dividend Option- payout,Close Ended Schemes,Income,2010-09-08,2011-09-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 27- Scheme A Quarterly Dividend Option-payout,Close Ended Schemes,Income,2010-09-08,2011-09-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 27- Scheme B Growth Option,Close Ended Schemes,Income,2010-09-21,2011-09-20
Tata Mutual Fund,Tata Fixed Maturity Plan Series 27- Scheme B Periodic Dividend Option- payout,Close Ended Schemes,Income,2010-09-21,2011-09-20
Tata Mutual Fund,Tata Fixed Maturity Plan Series 27- Scheme B Quarterly Dividend Option-payout,Close Ended Schemes,Income,2010-09-21,2011-09-20
Tata Mutual Fund,Tata Fixed Maturity Plan Series 29 Scheme B Growth,Close Ended Schemes,Income,2010-12-16,2011-12-20
Tata Mutual Fund,Tata Fixed Maturity Plan Series 29 Scheme B Periodic Dividend,Close Ended Schemes,Income,2010-12-16,2011-12-20
Tata Mutual Fund,Tata Fixed Maturity Plan Series 30 Scheme A- Growth,Close Ended Schemes,Income,2011-01-27,2012-01-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 30 Scheme A- Periodic Dividend,Close Ended Schemes,Income,2011-01-27,2012-01-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 39 Scheme E-Growth,Close Ended Schemes,Income,2012-02-27,2013-02-27
Tata Mutual Fund,Tata Fixed Maturity Plan Series 39 Scheme E-Periodic Dividend,Close Ended Schemes,Income,2012-02-27,2013-02-27
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme A -Direct Plan-Dividend Payout,Close Ended Schemes,Income,2014-03-24,2015-03-23
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme A -Direct Plan-Growth,Close Ended Schemes,Income,2014-03-24,2017-04-10
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme A -Plan A -Dividend Payout,Close Ended Schemes,Income,2014-03-24,2017-04-10
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme A -Plan A -Growth,Close Ended Schemes,Income,2014-03-24,2017-04-10
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme B-Direct Plan-Dividend Payout,Close Ended Schemes,Income,2014-03-28,2015-03-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme B-Direct Plan-Growth,Close Ended Schemes,Income,2014-03-28,2015-03-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme B-Plan A-Dividend Payout,Close Ended Schemes,Income,2014-03-28,2015-03-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme B-Plan A-Growth,Close Ended Schemes,Income,2014-03-28,2015-03-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme C-Direct Plan-Dividend Payout,Close Ended Schemes,Income,2014-03-27,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme C-Direct Plan-Growth,Close Ended Schemes,Income,2014-03-27,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Dividend Payout,Close Ended Schemes,Income,2014-03-27,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme C-Plan A -Growth,Close Ended Schemes,Income,2014-03-27,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme D-Direct Plan-Dividend Payout,Close Ended Schemes,Income,2014-04-02,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme D-Direct Plan-Growth,Close Ended Schemes,Income,2014-04-02,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Dividend Payout,Close Ended Schemes,Income,2014-04-02,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme D-Plan A -Growth,Close Ended Schemes,Income,2014-04-02,2018-04-09
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme E Direct Plan Dividend Payout,Close Ended Schemes,Income,2014-04-11,2015-04-15
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme E Direct Plan Growth,Close Ended Schemes,Income,2014-04-11,2018-04-18
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Dividend Payout,Close Ended Schemes,Income,2014-04-11,2018-04-18
Tata Mutual Fund,Tata Fixed Maturity Plan Series 47 Scheme E Plan A Growth,Close Ended Schemes,Income,2014-04-11,2018-04-18
Tata Mutual Fund,Tata Fixed Maturity Plan Series 53 Scheme A Direct Plan Growth,Close Ended Schemes,Income,2018-03-23,2021-05-04
Tata Mutual Fund,Tata Fixed Maturity Plan Series 53 Scheme A Regular Plan Growth,Close Ended Schemes,Income,2018-03-23,2021-05-04
Tata Mutual Fund,Tata Fixed Maturity Plan Series 53 Scheme B Direct Plan Growth,Close Ended Schemes,Income,2018-03-27,2021-05-04
Tata Mutual Fund,Tata Fixed Maturity Plan Series 53 Scheme B Regular Plan Growth,Close Ended Schemes,Income,2018-03-27,2021-05-04
Tata Mutual Fund,Tata Fixed Maturity Plan Series 54 Scheme A -Regular Plan Growth,Close Ended Schemes,Income,2018-05-22,2021-06-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 54 Scheme A-Direct Plan Growth,Close Ended Schemes,Income,2018-05-22,2021-06-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 54 Scheme B - Direct Plan - Dividend Payout,Close Ended Schemes,Income,2018-06-15,2018-09-11
Tata Mutual Fund,Tata Fixed Maturity Plan Series 54 Scheme B - Direct Plan - Growth,Close Ended Schemes,Income,2018-06-15,2018-09-11
Tata Mutual Fund,Tata Fixed Maturity Plan Series 54 Scheme B - Regular Plan - Dividend Payout,Close Ended Schemes,Income,2018-06-15,2018-09-11
Tata Mutual Fund,Tata Fixed Maturity Plan Series 54 Scheme B - Regular Plan - Growth,Close Ended Schemes,Income,2018-06-15,2018-09-11
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme A - Direct Plan - Growth,Close Ended Schemes,Income,2018-06-15,2021-06-15
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme A - Regular Plan - Growth,Close Ended Schemes,Income,2018-06-15,2021-06-15
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme B Direct Plan Growth,Close Ended Schemes,Income,2018-06-29,2021-06-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme B Regular Plan Growth,Close Ended Schemes,Income,2018-06-29,2021-06-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme D-Direct Plan -Growth,Close Ended Schemes,Income,2018-07-24,2021-07-26
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme D-Regular Plan-Growth,Close Ended Schemes,Income,2018-07-24,2021-07-26
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme E -Regular Plan-Growth,Close Ended Schemes,Income,2018-07-30,2021-07-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme E-Direct Plan-Growth,Close Ended Schemes,Income,2018-07-30,2021-07-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme F -Regular Plan-Growth,Close Ended Schemes,Income,2018-08-20,2021-08-22
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme F-Direct Plan-Growth,Close Ended Schemes,Income,2018-08-20,2021-08-22
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme G-Direct Plan-Growth,Close Ended Schemes,Income,2018-08-28,2021-08-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme G-Regular Plan-Growth,Close Ended Schemes,Income,2018-08-28,2021-08-30
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme H -Direct Plan-Dividend Payout,Close Ended Schemes,Income,2018-09-03,2018-12-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme H -Regular Plan-Growth,Close Ended Schemes,Income,2018-09-03,2018-12-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme H-Direct Plan-Growth,Close Ended Schemes,Income,2018-09-03,2018-12-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme H-Regular Plan-Dividend Payout,Close Ended Schemes,Income,2018-09-03,2018-12-07
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme I-Direct Plan-Growth,Close Ended Schemes,Income,2018-09-14,2021-09-28
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme I-Regular Plan-Growth,Close Ended Schemes,Income,2018-09-14,2021-09-28
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme J -Regular Plan-Dividend Payout,Close Ended Schemes,Income,2018-09-19,2018-12-31
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme J -Regular Plan-Growth,Close Ended Schemes,Income,2018-09-19,2018-12-31
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme J-Direct Plan-Dividend Payout,Close Ended Schemes,Income,2018-09-19,2018-12-31
Tata Mutual Fund,Tata Fixed Maturity Plan Series 55 Scheme J-Direct Plan-Growth,Close Ended Schemes,Income,2018-09-19,2018-12-31
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme A-Direct Plan-Growth,Close Ended Schemes,Income,2018-09-24,2021-09-28
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme B-Direct Plan-Growth,Close Ended Schemes,Income,2018-10-01,2021-10-06
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme B-Regular Plan-Growth,Close Ended Schemes,Income,2018-10-01,2021-10-06
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme C-Direct Plan-Growth,Close Ended Schemes,Income,2018-10-12,2021-10-13
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme C-Regular Plan-Growth,Close Ended Schemes,Income,2018-10-12,2021-10-13
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme D-Regular Plan-Growth,Close Ended Schemes,Income,2018-10-24,2021-11-29
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme F - Direct Plan - Growth,Close Ended Schemes,Income,2018-11-28,2022-04-04
Tata Mutual Fund,Tata Fixed Maturity Plan Series 56 Scheme F - Regular Plan - Growth,Close Ended Schemes,Income,2018-11-28,2022-04-04
Tata Mutual Fund,Tata Fixed Maturity Plan-Series 26 Scheme C- Growth,Close Ended Schemes,Income,2010-09-01,2011-09-05
Tata Mutual Fund,Tata Fixed Maturity Plan-Series 26 Scheme C- Periodic Dividend,Close Ended Schemes,Income,2010-09-01,2011-09-05
Tata Mutual Fund,Tata Fixed Maturity Plan-Series 26 Scheme C- Quarterly Dividend,Close Ended Schemes,Income,2010-09-01,2011-09-05
Tata Mutual Fund,Tata Fixed Tenure Fund Series 1 - Dividend Option,Close Ended Schemes,Income,2010-08-02,2013-07-29
Tata Mutual Fund,Tata Fixed Tenure Fund Series 1 - Growth Option,Close Ended Schemes,Income,2010-08-02,2013-07-29
Tata Mutual Fund,Tata Fixed Tenure Fund Series 2 Scheme A Dividend Payout,Close Ended Schemes,Income,2011-07-18,2014-07-14
Tata Mutual Fund,Tata Fixed Tenure Fund Series 2 Scheme A Growth,Close Ended Schemes,Income,2011-07-18,2014-07-14
Tata Mutual Fund,Tata Fixed Tenure Fund Series 2 Scheme B -Dividend Payout,Close Ended Schemes,Income,2011-09-07,2014-10-07
Tata Mutual Fund,Tata Fixed Tenure Fund Series 2 Scheme B- Growth,Close Ended Schemes,Income,2011-09-07,2014-10-08
Tata Mutual Fund,Tata Floating Rate Fund - Long Term Plan - Direct Plan - Bonus/Dividend,Open Ended Schemes,Floating Rate,2013-01-09,2014-01-21
Tata Mutual Fund,Tata Floating Rate Fund - Long Term Plan - Direct Plan- Growth,Open Ended Schemes,Floating Rate,2013-01-14,2015-11-17
Tata Mutual Fund,Tata Floating Rate Fund - Long Term Plan- Regular Plan - Growth,Open Ended Schemes,Floating Rate,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Floating Rate Fund - Regular Plan- Dividend,Open Ended Schemes,Floating Rate,2009-01-01,2015-11-17
Tata Mutual Fund,Tata Floating Rate Fund -Direct Plan-Growth,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Dividend Reinvestment,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Direct Plan-IDCW Monthly Payout,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Dividend Reinvestment,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Direct Plan-IDCW Periodic Payout,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Dividend Reinvestment,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Direct Plan-IDCW Quarterly Payout,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-Growth,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Dividend Reinvestment,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-IDCW Monthly Payout,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Dividend Reinvestment,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-IDCW Periodic Payout,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Dividend Reinvestment,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Floating Rate Fund-Regular Plan-IDCW Quarterly Payout,Open Ended Schemes,Debt Scheme - Floater Fund,2021-07-12,2022-10-07
Tata Mutual Fund,Tata Gilt High Fund - Dividend Opt,Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2017-10-27
Tata Mutual Fund,Tata Gilt High Fund - Growth,Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2017-10-27
Tata Mutual Fund,Tata Gilt Mid Term Fund - Direct Plan - Growth,Open Ended Schemes,Debt Scheme - Gilt Fund,2013-01-07,2018-06-01
Tata Mutual Fund,Tata Gilt Mid Term Fund - Direct Plan - Periodic Dividend,Open Ended Schemes,Debt Scheme - Gilt Fund,2013-01-14,2018-06-01
Tata Mutual Fund,Tata Gilt Mid Term Fund - Direct Plan - Quarterly Dividend,Open Ended Schemes,Debt Scheme - Gilt Fund,2013-01-14,2017-10-27
Tata Mutual Fund,Tata Gilt Mid Term Fund - Regular Plan -Periodic Dividend,Open Ended Schemes,Debt Scheme - Gilt Fund,2010-06-25,2018-06-01
Tata Mutual Fund,Tata Gilt Mid Term Fund -Regular Plan- Growth,Open Ended Schemes,Debt Scheme - Gilt Fund,2010-06-25,2018-06-01
Tata Mutual Fund,Tata Gilt Mid Term Fund -Regular Plan- Quarterly Dividend,Open Ended Schemes,Debt Scheme - Gilt Fund,2010-06-25,2017-10-27
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-08) Div,Open Ended Schemes,Gilt,2009-01-29,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-09) Dividend,Open Ended Schemes,Gilt,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-09) Growth,Open Ended Schemes,Gilt,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-10) Dividend,Open Ended Schemes,Gilt,2009-01-29,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-10) Growth,Open Ended Schemes,Gilt,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-11) Growth,Open Ended Schemes,Gilt,2009-01-01,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-13) Dividend,Open Ended Schemes,Gilt,2009-01-01,2013-05-08
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-13) Growth,Open Ended Schemes,Gilt,2009-01-01,2013-05-08
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-14) Growth,Open Ended Schemes,Gilt,2009-01-29,2013-10-25
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-15) Growth,Open Ended Schemes,Gilt,2009-01-29,2013-10-25
Tata Mutual Fund,Tata Gilt Retirement Plan (28-2-16) Growth,Open Ended Schemes,Gilt,2009-01-01,2013-10-25
Tata Mutual Fund,Tata Gilt Retirement Plan (28/2/2008) Growth,Open Ended Schemes,Gilt,2009-01-29,2011-06-09
Tata Mutual Fund,Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option,Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2022-10-07
Tata Mutual Fund,Tata Gilt Retirement Plan 28/2/11 Dividend Option,Open Ended Schemes,Gilt,2009-01-29,2012-06-12
Tata Mutual Fund,Tata Gilt Retirement Plan- 28/2/25 Growth Option,Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2022-10-07
Tata Mutual Fund,Tata Gilt Retirement Plan28/2/18 Dividend Option,Open Ended Schemes,Gilt,2009-01-29,2013-10-25
Tata Mutual Fund,Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option,Open Ended Schemes,Debt Scheme - Gilt Fund,2013-01-09,2022-10-07
Tata Mutual Fund,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2022-10-07
Tata Mutual Fund,Tata Gilt Securities Fund -Regular Plan- Growth Option,Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2022-10-07
Tata Mutual Fund,Tata Gilt Securities Fund RIP ( Bonus),Open Ended Schemes,Debt Scheme - Gilt Fund,2009-01-01,2017-10-27
Tata Mutual Fund,Tata Gilt Securities Fund- Direct Plan - Growth Option,Open Ended Schemes,Debt Scheme - Gilt Fund,2013-01-07,2022-10-07
Tata Mutual Fund,Tata Gilt Securities Short Maturity Fund -Regular Fund-Quarterly DIvidend,Open Ended Schemes,Gilt,2009-01-01,2017-03-17
Tata Mutual Fund,Tata Gilt Securities Short Maturity Fund -Regular Plan-Growth,Open Ended Schemes,Gilt,2009-01-01,2017-03-17
Tata Mutual Fund,Tata Gilt Short Maturity Fund - Direct Plan - Dividend,Open Ended Schemes,Gilt,2013-01-14,2016-06-28
Tata Mutual Fund,Tata Gilt Short Maturity Fund - Direct Plan - Growth,Open Ended Schemes,Gilt,2013-01-14,2017-03-17
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme A  Plan A - Growth,Open Ended Schemes,Growth,2009-01-01,2015-03-26
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme A Plan A - Dividend,Open Ended Schemes,Growth,2009-01-01,2015-03-20
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme A-Direct Plan Dividend,Open Ended Schemes,Growth,2013-01-14,2015-03-20
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme A-Direct Plan Growth,Open Ended Schemes,Growth,2013-01-08,2015-03-20
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme B Plan A - Dividend,Open Ended Schemes,Growth,2009-01-01,2015-03-20
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme B Plan A - Growth,Open Ended Schemes,Growth,2009-01-01,2015-03-26
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme B-Direct Plan Dividend,Open Ended Schemes,Growth,2013-01-14,2015-03-20
Tata Mutual Fund,Tata Growing Economies Infrastructure Fund Scheme B-Direct Plan Growth,Open Ended Schemes,Growth,2013-01-08,2015-03-20
Tata Mutual Fund,Tata Income Fund - Direct Plan - Bonus,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2013-01-14,2017-10-27
Tata Mutual Fund,Tata Income Fund - Direct Plan - Growth Option,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2013-01-02,2022-09-23
Tata Mutual Fund,Tata Income Fund -Regular Plan - Growth Option,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2022-09-23
Tata Mutual Fund,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2022-09-23
Tata Mutual Fund,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,Open Ended Schemes,Debt Scheme - Medium to Long Duration Fund,2009-01-01,2022-09-23
Tata Mutual Fund,Tata Income Plus Fund - Option C Dividend,Open Ended Schemes,Income,2009-03-17,2012-06-12
Tata Mutual Fund,Tata Income Plus Fund - Option C Growth,Open Ended Schemes,Income,2009-03-17,2012-06-12
Tata Mutual Fund,Tata Index Fund - Nifty B,Open Ended Schemes,Growth,2009-03-17,2013-10-25
Tata Mutual Fund,Tata Index Fund - Sensex B,Open Ended Schemes,Growth,2009-07-24,2015-04-06
Tata Mutual Fund,Tata Indo-Global Infrastructure Fund Plan A - Growth,Open Ended Schemes,Growth,2009-01-07,2015-01-16
