AMC,Scheme Name,Scheme,Scheme Type,Date,Date
,,,,min,max
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-07-26,2016-07-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-07-26,2016-07-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-07-26,2016-07-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-07-26,2016-07-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-07-26,2015-04-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HC (1099 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-07-26,2016-07-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-08-08,2016-08-08
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-08,2014-08-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-08-08,2016-08-08
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-08,2016-08-08
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HI (1099 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-08,2014-08-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-08-12,2016-08-16
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-12,2014-08-11
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-12,2014-08-11
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-08-12,2016-08-16
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-12,2016-08-16
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HJ (1105 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-12,2016-08-16
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HK (1100 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-08-16,2016-08-16
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HK (1100 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-08-16,2016-08-16
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HK (1100 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-16,2014-08-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HK (1100 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-16,2014-08-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-08-23,2017-08-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-23,2017-08-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-23,2014-08-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-08-23,2017-08-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-23,2017-08-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HL (1463 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-23,2014-08-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HM (1098 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-08-30,2016-08-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HM (1098 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-30,2016-08-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HM (1098 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-30,2014-08-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HM (1098 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-08-30,2016-08-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HM (1098 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-08-30,2016-08-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HM (1098 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-08-30,2016-08-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HQ (1098 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-02,2016-08-31
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HQ (1098 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-02,2014-09-01
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HQ (1098 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-02,2016-08-31
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HQ (1098 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-02,2016-08-31
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HQ (1098 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-02,2016-08-31
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HQ (1098 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-02,2014-09-01
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-11,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-11,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-11,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-11,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-11,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HR (1096 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-11,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1099 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-06,2014-09-04
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1099 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-06,2014-09-04
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-06,2017-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-06,2017-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-06,2016-09-06
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HS (1465 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-06,2017-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-11,2016-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-11,2016-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-11,2016-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-11,2014-09-08
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HV (1098 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-11,2016-09-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-13,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-13,2015-09-10
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-13,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-13,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HW (1099 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-13,2015-09-10
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-16,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-16,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-16,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-16,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series HY (1098 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-16,2016-09-14
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IC (1098 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-23,2016-09-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IC (1098 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-23,2016-09-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IC (1098 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-23,2016-09-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IC (1098 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-23,2016-09-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IC (1098 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-23,2016-09-21
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series ID (1094 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-10-04,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series ID (1094 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-04,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series ID (1094 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-10-04,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series ID (1094 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-04,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series ID (1094 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-10-04,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IG (1098 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-09-30,2016-09-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IG (1098 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-30,2014-09-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IG (1098 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-09-30,2016-09-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IG (1098 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-09-30,2014-09-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IG (1098 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-09-30,2014-09-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IL (1097 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-10-14,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IL (1097 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-14,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IL (1097 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-10-14,2014-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IL (1097 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-10-14,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IL (1097 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-14,2014-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IL (1097 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-10-14,2016-10-13
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IO (1097 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-10-21,2016-10-18
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IO (1097 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-21,2014-10-20
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IO (1097 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-10-21,2014-10-20
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IO (1097 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-10-21,2016-10-18
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IO (1097 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-10-21,2014-10-20
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IP (1100 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-10-24,2016-10-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IP (1100 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-24,2016-06-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IP (1100 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-10-24,2016-10-26
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IP (1100 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-10-24,2016-06-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IP (1100 days) -Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-10-24,2016-06-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-11-07,2016-11-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-11-07,2015-04-15
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-11-07,2016-11-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-11-07,2016-11-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IU (1099 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-11-07,2016-11-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-12-02,2016-12-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-12-02,2016-11-24
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-12-02,2016-12-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-12-02,2016-12-07
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IX (1105 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-12-02,2016-11-24
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-11-29,2018-04-12
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-11-29,2015-04-09
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-11-29,2018-04-12
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-11-29,2018-04-12
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series IY (1598 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-11-29,2018-04-12
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JA (1464 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-11-29,2017-11-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JA (1464 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-11-29,2014-11-27
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JA (1464 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-11-29,2016-11-28
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-12-24,2016-12-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Direct Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-12-24,2014-12-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-12-24,2016-12-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Normal Dividend,Close Ended Schemes,Income,2013-12-24,2014-12-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JI (1099 days) - Regular Plan-Quarterly Dividend,Close Ended Schemes,Income,2013-12-24,2014-12-22
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Direct Plan-Growth,Close Ended Schemes,Income,2013-12-27,2016-12-29
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Direct Plan-Normal Dividend,Close Ended Schemes,Income,2013-12-27,2016-12-19
Aditya Birla Sun Life Mutual Fund,Aditya Birla Sun Life Fixed Term Plan - Series JJ (1092 days) - Regular Plan-Growth,Close Ended Schemes,Income,2013-12-27,2016-12-29
