Scheme Code,Scheme Name,startDate,endDate
100781,Sundaram Banking and PSU Debt Fund Retail Plan - Growth,2009-01-01,2022-10-07
100782,Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100783,Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100784,Sundaram Banking and PSU Debt Fund Regular Plan - Growth,2009-01-01,2022-10-07
100785,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100786,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100787,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100788,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100789,Sundaram Corporate Bond Fund Regular Plan- Growth,2009-01-01,2022-10-07
100790,Sundaram Corporate Bond Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2016-03-29
100791,Sundaram Corporate Bond Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2013-07-24
100792,Sundaram Corporate Bond Fund Institutional Plan - Growth,2009-01-01,2013-07-24
100793,Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),2009-01-01,2022-10-07
100795,Sundaram Small Cap Fund Regular Plan - Growth,2009-01-01,2022-10-07
100796,Sahara Midcap Fund-Growth Plan,2009-01-01,2020-04-03
100797,Sahara Midcap Fund-Dividend Plan,2009-01-01,2020-04-03
100798,Sahara Midcap Fund-Auto Payout,2009-01-01,2020-04-03
100799,Sahara Midcap Fund-Bonus,2009-01-01,2020-04-03
100804,UTI Energy Fund-Income Option,2009-01-01,2016-03-03
100805,UTI Energy Fund-Growth Option,2009-01-01,2016-03-03
100806,UTI Healthcare Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
100807,UTI Healthcare Fund - Regular Plan - Growth Option,2009-01-01,2022-10-07
100808,UTI Services Industries Fund-Income Option,2009-01-01,2014-08-22
100809,UTI Services Industries Fund-Growth Option,2009-01-01,2014-08-22
100811,UTI - G-Sec Fund-Income,2009-01-01,2012-08-30
100812,UTI - G-Sec Fund-GrowthN,2009-01-01,2012-08-30
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,2009-01-01,2022-10-08
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,2009-01-01,2022-10-08
100820,UTI Long Term Equity Fund ( Tax Saving ) - Regular Plan - IDCW,2009-01-01,2022-10-07
100821,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option,2009-01-01,2022-10-07
100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,2009-01-01,2022-10-07
100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
100828,Kotak Liquid-Regular (Dividend),2009-01-01,2016-10-20
100829,Kotak Liquid-Regular (Growth),2009-01-01,2016-10-20
100830,Kotak Liquid-Institutional Plan  (Growth),2009-01-01,2016-10-20
100831,Kotak Liquid-Institutional Plan - (Daily Dividend),2009-01-01,2013-10-13
100832,Kotak Liquid-Institutional Plan (Weekly Dividend),2009-01-01,2013-09-22
100833,Kotak Liquid Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option,2009-01-01,2022-10-07
100834,Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend,2009-01-01,2021-09-17
100835,Kotak Liquid Regular Plan Growth,2009-01-01,2022-10-07
100837,Nippon India Liquid Fund - Retail Option - Growth Plan,2009-01-01,2022-10-08
100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,2009-01-01,2022-10-08
100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,2009-01-01,2022-10-08
100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,2009-01-01,2022-10-08
100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,2009-01-01,2022-10-08
100845,Reliance Liquid Fund-Cash Plan-Growth Plan,2009-01-01,2018-05-19
100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,2009-01-01,2018-05-19
100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,2009-01-01,2018-05-19
100851,Nippon India Liquid Fund -Growth Plan,2009-01-01,2022-10-08
100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,2009-01-01,2022-10-08
100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,2009-01-01,2022-10-08
100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,2009-01-01,2022-10-08
100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,2009-01-01,2022-10-07
100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,2009-01-01,2022-10-07
100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,2009-01-01,2022-10-07
100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,2009-01-01,2022-10-07
100864,LIC MF Tax Plan-Regular Plan-IDCW,2009-01-01,2022-10-07
100865,LIC MF Tax Plan-Regular Plan-Growth,2009-01-01,2022-10-07
100868,HDFC Liquid Fund - Growth Plan,2009-01-01,2022-10-08
100872,HDFC Liquid Fund-PREMIUM PLUS- Growth,2009-01-01,2012-12-16
100873,HDFC Liquid Fund-PREMIUM- Growth,2009-01-01,2019-05-10
100874,HDFC Liquid Fund - IDCW Plan Weekly,2009-01-01,2022-10-07
100875,HDFC Liquid Fund - IDCW Daily,2009-01-01,2022-10-07
100876,HDFC Liquid Fund - IDCW Monthly,2009-01-01,2022-10-07
100877,HDFC Liquid Fund-Premium Plan - Dividend-Daily,2009-01-01,2019-05-10
100878,HDFC Liquid Fund-Premium Plan - Dividend-Weekly,2009-12-30,2015-02-17
100881,HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly,2009-01-01,2012-05-13
100887,Principal Cash Management-Liquid Option-Dividend Plan,2009-01-01,2010-10-18
100888,Principal Cash Management-Liquid Option-Growth Plan,2009-01-01,2010-09-23
100889,Principal Cash Management-Liquid Option-Monthly Dividend,2009-01-01,2010-09-23
100890,Principal Cash Management-Liquid Option-Institutional - Weekly Dividend Plan,2009-01-01,2010-09-23
100891,Principal Cash Management-Liquid Option-Institutional - Monthly Dividend Plan,2009-01-01,2010-09-23
100892,Principal Cash Management-Liquid Option-Daily Dividend,2009-01-01,2010-09-23
100893,Principal Cash Management-Liquid Option-Institutional - Growth Plan,2009-01-01,2010-09-23
100894,Principal Cash Management-Liquid Option-Institutional - Daily Dividend Plan,2009-01-01,2010-09-23
100895,Principal Cash Management Fund - Daily Income Distribution CUM Capital Withdrawal,2009-01-01,2021-12-31
100896,Principal Cash Management Fund - Weekly Income Distribution CUM Capital Withdrawal Option,2009-01-01,2021-12-31
100897,Principal Cash Management Fund - Monthly Income Distribution CUM Capital Withdrawal Option,2009-01-01,2021-12-31
100898,Principal Cash Management Fund -Growth Option,2009-01-01,2021-12-31
100899,HDFC Children Gift Fund-Savings,2009-01-01,2017-10-17
100900,HDFC Childrens Gift Fund - Growth Plan,2009-01-01,2022-10-07
100902,Franklin Pharma Fund - Growth,2009-01-01,2011-09-12
100906,DBS Chola Opportunities Fund-Regular Quarterly Dividend,2009-01-01,2010-02-15
100907,DBS Chola Opportunities Fund-Cumulative,2009-01-01,2010-02-15
100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
100927,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
100928,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
100929,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
100940,DSP BlackRock Liquidity Fund - Regular Plan - Growth,2009-01-01,2017-09-08
100941,DSP BlackRock Liquidity Fund - Regular Plan Weekly Dividend,2009-01-01,2017-09-08
100943,DSP BlackRock Liquidity Fund - Regular Plan - Daily Dividend,2009-01-01,2017-09-08
100948,Franklin India Debt Hybrid Fund - Growth,2009-01-01,2022-10-07
100949,Franklin India Debt Hybrid Fund - Plan A - Monthly - IDCW,2009-01-01,2022-10-07
100950,Franklin India Debt Hybrid Fund - Plan A - Quarterly - IDCW,2009-01-01,2022-10-07
100951,Franklin India Debt Hybrid Fund - Monthly Bonus,2009-01-01,2015-06-08
100952,ICICI Prudential MIP - Growth,2009-01-01,2018-05-24
100953,ICICI Prudential MIP - Dividend Monthly,2009-01-01,2018-05-24
100954,ICICI Prudential MIP - Dividend Quarterly,2009-01-01,2018-05-24
100955,ICICI Prudential MIP - Dividend Half Yearly,2009-01-01,2018-05-24
100957,Principal Income Fund-Dividend Plan-Half Yearly,2009-01-01,2010-09-23
100958,Principal Income Fund-Dividend Plan-Quaterly,2009-01-01,2010-09-23
100960,Principal Dynamic Bond Fund - Dividend Option -Annual,2009-01-01,2020-09-04
100961,Principal Dynamic Bond Fund -Dividend Option - Quarterly,2009-01-01,2020-09-04
100962,Principal Income Fund-Growth Plan-growth,2009-01-01,2010-09-23
100963,Principal Dynamic Bond Fund - Growth Option,2009-01-01,2020-09-04
100966,Principal Multi Cap Growth Fund- Half Yearly Income Distribution CUM Capital Withdrawal Option,2009-01-01,2021-12-31
100967,Principal Multi Cap Growth Fund-Growth Option,2009-01-01,2021-12-31
100968,SBI Conservative Hybrid Fund - Regular Plan - Growth,2009-01-01,2022-10-07
100970,Aditya Birla Sun Life MIP - Regular Plan - Growth,2009-01-01,2018-06-01
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,2009-01-01,2018-06-01
100972,Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment,2009-01-01,2013-04-05
100975,DBS Chola Liquid Fund-Regular Cumulative,2009-01-01,2010-02-15
100978,DBS Chola Liquid Fund-Daily Dividend Reinvestment Plan,2009-01-01,2010-02-15
100989,DBS Chola Liquid Fund-Cum -Institutional Plus,2009-01-01,2010-02-15
100997,HDFC Long Term Advantage Plan - IDCW Plan,2009-01-01,2022-01-14
100998,HDFC Long Term Advantage Plan - Growth Plan,2009-01-01,2022-01-14
100999,SBI Magnum Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
101000,Tata Life Sciences & Technology Fund - Growth,2009-01-01,2012-09-14
101001,SBI MAGNUM GILT FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
101002,SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
101003,SBI Magnum Constant Maturity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
101037,Franklin India Index Tax Fund,2009-01-01,2011-09-12
101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,2009-01-01,2022-10-07
101044,Franklin India Floating Rate Fund - IDCW ,2009-01-01,2022-10-07
101048,Franklin India Floating Rate Fund - Growth Plan,2009-01-01,2022-10-07
101049,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,2009-01-01,2022-10-07
101059,SUNDARAM GILT FUND (DIV. OPTION),2009-01-01,2018-05-04
101065,quant Mid Cap Fund - Growth Option - Regular Plan,2009-01-01,2022-10-07
101066,quant Mid Cap Fund - IDCW Option - Regular Plan,2009-01-01,2022-10-07
101069,quant Absolute Fund-IDCW Option - Regular Plan,2009-01-01,2022-10-07
101070,quant Absolute Fund - Growth Option - Regular Plan,2009-01-01,2022-10-07
101071,quant Multi Asset Fund - IDCW Option - Regular Plan,2009-01-01,2022-10-07
101072,quant Multi Asset Fund-GROWTH OPTION - Regular Plan,2009-01-01,2022-10-07
101078,JM Liquid Fund (Regular) - Daily IDCW,2009-01-01,2022-10-07
101081,HDFC Gilt Fund-Short Term-Dividend,2009-01-01,2018-05-08
101082,HDFC Gilt Fund-Short Term-Growth,2009-01-01,2018-05-08
101083,HDFC Gilt Fund - Growth Plan,2009-01-01,2022-10-07
101084,HDFC Gilt Fund - IDCW Plan,2009-01-01,2022-10-07
101092,SUNDARAM GILT FUND (Growth. OPTION),2009-01-01,2018-05-04
101094,Taurus Gilt Fund-Dividend,2009-01-01,2014-09-17
101095,Taurus Gilt Fund-Growth,2009-01-01,2014-09-17
101098,ICICI Prudential Child Care Plan Study - Cumulative,2009-01-01,2018-05-24
101113,Taurus Short Term Income Fund- Regular Plan - Dividend Option,2009-01-01,2018-05-02
101114,Taurus Short Term Income Fund- Regular Plan - Growth Option,2009-01-01,2018-05-02
101116,Principal Government Securities Fund-Investment-Dividend - Half Yearly,2009-01-01,2010-09-23
101117,Principal Government Securities Fund-Dividend Option - Quarterly,2009-01-01,2017-09-29
101118,Principal Government Securities Fund-Growth,2009-01-01,2017-09-29
101119,Principal Government Securities Fund-Dividend Option- Annually,2009-01-01,2017-09-29
101120,Principal Gilt Fund-Savings-Growth,2009-01-01,2009-07-10
101121,Principal Gilt Fund-Savings-Dividend,2009-01-01,2009-07-10
101127,ICICI Prudential Child Care Fund (Gift Plan) - Cumulative,2009-01-01,2022-10-07
101131,DBS Chola Growth Fund-Quarterly Dividend,2009-01-01,2010-02-15
101132,DBS Chola Growth Fund-Cumulative,2009-01-01,2010-02-15
101143,ICICI Prudential Multi-Asset Fund - IDCW,2009-01-01,2022-10-07
101144,ICICI Prudential Multi-Asset Fund - Growth,2009-01-01,2022-10-07
101154,BARODA INCOME FUND - Plan A - Growth Option,2009-01-01,2019-01-11
101155,BARODA INCOME FUND - Plan A - Dividend Option,2009-01-01,2019-01-11
101161,Nippon India Multi Cap Fund-Growth Plan-Growth Option,2009-01-01,2022-10-07
101162,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,2009-01-01,2022-10-07
101163,NIPPON INDIA MULTI CAP FUND - IDCW Option,2009-01-01,2022-10-07
101165,ICICI Prudential Short Term Fund - Monthly IDCW,2009-01-01,2022-10-07
101169,SBI Magnum Children's Benefit Fund - Savings Plan - REGULAR PLAN - GROWTH,2009-01-01,2022-10-07
101170,Sahara Gilt Fund-Growth,2009-01-01,2015-12-14
101171,Sahara Gilt Fund-Dividend,2009-01-01,2015-12-14
101181,JM Medium to Long Duration Fund (Regular) - Bonus Option- Principal Units,2009-01-01,2022-10-07
101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,2009-01-01,2022-10-08
101185,LIC MF Liquid Fund-Regular Plan-Growth,2009-01-01,2022-10-08
101186,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,2009-01-01,2022-09-23
101187,Baroda BNP Paribas GILT FUND - Regular Plan - Growth Option,2009-01-01,2022-10-07
101188,Baroda BNP Paribas GILT FUND - Regular Plan - IDCW Option,2009-01-01,2022-10-07
101192,DBS Chola Freedom Income-STF Regular-Semi Annual Dividend,2009-01-01,2010-02-15
101198,LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW,2009-01-01,2022-10-07
101199,LIC MF S & P BSE Sensex Index Fund-Regular Plan-Growth,2009-01-01,2022-10-07
101200,LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,2009-01-01,2022-10-07
101201,LIC MF Nifty 50 Index Fund-Regular Plan-Growth,2009-01-01,2022-10-07
101202,LIC MF Index Fund-Sensex Advantage-Dividend,2009-01-01,2015-08-07
101203,LIC MF Index Fund-Sensex Advantage-Growth,2009-01-01,2015-08-07
101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,2009-01-01,2022-10-08
101209,Taurus Largecap Equity Fund - Regular Plan - Growth,2009-01-01,2022-10-07
101221,ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option),2009-01-01,2020-04-24
101222,Tata Hybrid Equity Fund- Regular Plan - Periodic Payout of IDCW Option,2009-01-01,2022-10-07
101224,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,2009-01-01,2022-09-23
101228,ICICI Prudential Multicap Fund - Growth,2009-01-01,2022-10-07
101229,ICICI Prudential Short Term Fund - Institutional Plan - Dividend Monthly,2009-01-01,2019-07-02
101230,ICICI Prudential Short Term Fund-Institutional Plan-Dividend Fortnightly,2009-01-01,2020-04-24
101231,ICICI Prudential Short Term Fund-Institutional Growth,2009-01-01,2020-04-24
101232,Franklin India Short-Term Income Plan-Growth,2009-01-01,2022-10-07
101236,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,2009-01-01,2022-10-07
101237,Franklin India Short-Term Income Plan-Weekly Bonus,2009-01-01,2015-06-05
101238,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,2009-01-01,2022-10-07
101242,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,2009-01-01,2022-10-07
101244,Franklin India Short-Term Income Plan-Institutional Plan - Growth,2009-01-01,2022-10-07
101245,Templeton India Short-Term Income Plan-Institutional Plan - Weekly Dividend,2009-01-01,2013-03-19
101246,Franklin India Short-Term Income Plan-Institutional Plan - Monthly Dividend,2009-01-01,2018-04-26
101262,Nippon India Power & Infra Fund-Growth Plan -Growth Option,2009-01-01,2022-10-07
101263,Nippon India Power & Infra Fund-Growth Plan-Bonus Option,2009-01-01,2022-10-07
101264,NIPPON INDIA POWER & INFRA FUND - IDCW Option,2009-01-01,2022-10-07
101265,Principal Hybrid Equity Fund-Growth,2009-01-01,2021-12-31
101266,Principal Hybrid Equity Fund- Monthly Income Distribution CUM Capital Withdrawal,2009-01-01,2021-12-31
101271,LIC MF Children's Gift Fund-Regular Plan-Growth,2009-01-01,2022-10-07
101281,HDFC Index Fund-S&P BSE Sensex Plan - Growth Plan,2009-01-01,2022-10-07
101282,HDFC Index Fund-Sensex Plus( FV-Rs32.161),2009-01-01,2018-05-25
101288,ING Short Term Income Fund-Growth Option,2009-01-01,2014-10-09
101294,Birla Sun Life Cash Plus Sweep Plan-Dividend Option,2009-01-01,2010-05-07
101295,SBI Magnum Equity ESG Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),2009-01-01,2022-10-07
101296,Banking Index Benchmark Exchange Traded Scheme (Bank BeES),2009-01-01,2011-08-18
101303,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly,2009-01-01,2022-10-07
101304,DSP Short Term Fund - Regular Plan - Growth,2009-01-01,2022-10-07
101305,DSP Short Term Fund - Regular Plan - IDCW,2009-01-01,2022-10-07
101306,DSP Short Term Fund - IDCW - Monthly,2009-01-01,2022-10-07
101307,DBS Chola Liquid Fund - Regular Weekly Dividend,2009-01-01,2010-02-15
101313,Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW,2009-01-01,2022-10-07
101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,2009-01-01,2022-10-07
101315,Aditya Birla Sun Life Savings Fund-Insititutional Fortnightly Dividend,2009-01-01,2011-02-11
101316,Aditya Birla Sun Life Savings Fund-Retail Growth,2009-01-01,2022-10-07
101317,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,2009-01-01,2022-10-07
101318,Aditya Birla Sun Life Savings Fund-Retail Fortnightly Dividend,2009-01-01,2011-02-11
101325,Nifty Benchmark Exchange Traded Scheme- Nifty BeES,2009-01-01,2011-08-18
101349,ICICI Prudential Nifty 50 Index Fund - Cumulative Option,2009-01-01,2022-10-07
101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,2009-01-01,2020-04-24
101351,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,2009-01-01,2022-10-07
101352,Templeton Floating Rate Income Fund-Short Term Plan-Dividend Option,2009-01-01,2010-11-28
101353,Templeton Floating Rate Income Fund-Short Term Plan-Growth Option,2009-01-01,2010-11-28
101354,Templeton Floating Rate Income Fund-Short Term Plan-Institutional Option - Growth,2009-01-01,2010-11-28
101355,Templeton Floating Rate Income Fund-Short Term Plan-Institutional Option - Dividend,2009-01-01,2010-11-28
101356,Franklin India Savings Fund Retail Option - Quarterly - IDCW,2009-01-01,2022-10-07
101357,Franklin India Savings Fund - Growth Option,2009-01-01,2022-10-07
101358,Franklin India Savings Fund - Institutional Option - Growth,2009-01-01,2015-09-04
101359,Franklin India Savings Fund - Institutional Option - Dividend,2009-01-01,2020-06-18
